FileDate,Type,LeadCV,Area,FileTime,_id,Strength,Name,Location,LeadEdge,
29-Oct-2015,2,4088,159,17:22:48,56328e2f182da77ce66b016a,53,4304_FF1234168_0002.csv,267,5,
29-Oct-2015,2,4090,252,17:22:48,56328e2f182da77ce66b016b,52,4304_FF1234168_0002.csv,220,14,
29-Oct-2015,2,4091,209,17:22:48,56328e2f182da77ce66b016c,52,4304_FF1234168_0002.csv,420,13,
29-Oct-2015,2,4057,160,17:22:48,56328e2f182da77ce66b016d,52,4304_FF1234168_0002.csv,2933,6,
29-Oct-2015,2,4089,204,17:22:48,56328e2f182da77ce66b016e,51,4304_FF1234168_0002.csv,224,15,
29-Oct-2015,2,4088,167,17:22:48,56328e2f182da77ce66b016f,51,4304_FF1234168_0002.csv,300,11,
29-Oct-2015,2,4087,155,17:22:48,56328e2f182da77ce66b0170,51,4304_FF1234168_0002.csv,346,14,
29-Oct-2015,2,4090,175,17:22:48,56328e2f182da77ce66b0171,51,4304_FF1234168_0002.csv,348,15,
29-Oct-2015,2,4088,228,17:22:48,56328e2f182da77ce66b0172,51,4304_FF1234168_0002.csv,425,11,
29-Oct-2015,2,4087,314,17:22:48,56328e2f182da77ce66b0173,51,4304_FF1234168_0002.csv,433,4,
29-Oct-2015,2,4088,205,17:22:48,56328e2f182da77ce66b0174,50,4304_FF1234168_0002.csv,353,14,
29-Oct-2015,2,4089,144,17:22:48,56328e2f182da77ce66b0175,50,4304_FF1234168_0002.csv,429,8,
29-Oct-2015,2,4057,132,17:22:48,56328e2f182da77ce66b0176,50,4304_FF1234168_0002.csv,2946,12,
29-Oct-2015,2,4089,140,17:22:48,56328e2f182da77ce66b0177,49,4304_FF1234168_0002.csv,341,13,
29-Oct-2015,2,4090,121,17:22:48,56328e2f182da77ce66b0178,49,4304_FF1234168_0002.csv,396,9,
29-Oct-2015,2,4089,212,17:22:48,56328e2f182da77ce66b0179,49,4304_FF1234168_0002.csv,422,13,
29-Oct-2015,2,4058,144,17:22:48,56328e2f182da77ce66b017a,49,4304_FF1234168_0002.csv,2923,4,
29-Oct-2015,2,4058,319,17:22:48,56328e2f182da77ce66b017b,49,4304_FF1234168_0002.csv,2944,11,
29-Oct-2015,2,4084,93,17:22:48,56328e2f182da77ce66b017c,48,4304_FF1234168_0002.csv,266,3,
29-Oct-2015,2,4089,235,17:22:48,56328e2f182da77ce66b017d,48,4304_FF1234168_0002.csv,357,13,
29-Oct-2015,2,4058,0,17:22:48,56328e2f182da77ce66b017e,48,4304_FF1234168_0002.csv,2965,29,
29-Oct-2015,2,4089,190,17:22:48,56328e2f182da77ce66b017f,47,4304_FF1234168_0002.csv,237,11,
29-Oct-2015,2,4088,202,17:22:48,56328e2f182da77ce66b0180,47,4304_FF1234168_0002.csv,298,12,
29-Oct-2015,2,4058,14,17:22:48,56328e2f182da77ce66b0181,47,4304_FF1234168_0002.csv,2961,24,
29-Oct-2015,2,4091,129,17:22:48,56328e2f182da77ce66b0182,46,4304_FF1234168_0002.csv,43,10,
29-Oct-2015,2,4089,201,17:22:48,56328e2f182da77ce66b0183,46,4304_FF1234168_0002.csv,271,9,
29-Oct-2015,2,4088,86,17:22:48,56328e2f182da77ce66b0184,46,4304_FF1234168_0002.csv,395,8,
29-Oct-2015,2,4089,144,17:22:48,56328e2f182da77ce66b0185,45,4304_FF1234168_0002.csv,211,11,
29-Oct-2015,2,4090,206,17:22:48,56328e2f182da77ce66b0186,45,4304_FF1234168_0002.csv,229,14,
